id,year,speech_year,date,description,subtitle,words,majortopic,filter_international,filter_duplicate
21050,2007,101,05/12/2007,Pugh,,30,28,0,0
21051,2007,101,05/12/2007,Home Office 'unfit,,57,20,0,0
21052,2007,101,05/12/2007,Man for Nickell trial,,49,12,0,0
21053,2007,101,05/12/2007,Stripper is cleared,,49,12,0,0
21054,2007,101,05/12/2007,Alexander claims e-mails will prove her innocence,,39,12,0,0
21055,2007,101,05/12/2007,More missing data,,51,20,0,0
21056,2007,101,12/12/2007,DJ warned of prison,,52,12,0,0
21057,2007,101,12/12/2007,SNP to ask for 'blind faith' over separation,,788,21,0,0
21058,2007,101,12/12/2007,Muslims have duty 'as a community' to beat extremism,,340,31,0,0
21059,2007,101,12/12/2007,Breach of honour,,755,20,0,0
21060,2007,101,12/12/2007,Filipina bride 'confesses' to Baptist minister's murder,,735,12,0,0
21061,2007,101,12/12/2007,Sellafield bomb find,,51,16,0,0
21062,2007,101,12/12/2007,Gateway head leaves,,47,20,0,0
21063,2007,101,12/12/2007,Terrorist charges,,48,19,0,0
21064,2007,101,12/12/2007,Prejudice against ethnic minorities 'rising,,515,9,0,0
21065,2007,101,12/12/2007,Thames Gateway chief resigns 'after clash with minister,,323,20,0,0
21066,2007,101,12/12/2007,Military centres shut,,41,16,0,0
21067,2007,101,12/12/2007,Killer's pet mystery,,54,12,0,0
21068,2007,101,12/12/2007,'Give councils power to sack police chiefs,,105,12,0,0
21069,2007,101,12/12/2007,Police chiefs and MPs join revolt as Smith digs in over pay rise cut - Factbox,,764,12,0,0
21070,2007,101,19/12/2007,Rape claim after Man Utd's Christmas party,,32,12,0,0
21071,2007,101,19/12/2007,Jurors question guilt of killer childminder,,308,12,0,0
21072,2007,101,19/12/2007,"Many accusations, but no convictions - Rape allegation",,435,12,0,0
21073,2007,101,19/12/2007,Revenue & Customs loses personal data,,111,20,0,0
21074,2007,101,19/12/2007,Why the ladies love a good leadership election - Political Sketch,,597,20,0,0
21075,2007,101,19/12/2007,Sausage 'attack' row,,49,12,0,0
21076,2007,101,19/12/2007,Clegg snatches narrow victory to become new leader of Lib Dems,,573,33,0,0
21077,2007,101,19/12/2007,Shocking evidence of a 'booze and blade' nation,,700,12,0,0
21078,2007,101,19/12/2007,X Factor vote 'fair,,50,28,0,0
21079,2007,101,19/12/2007,Visas for festivals,,43,2,0,0
21080,2007,101,19/12/2007,Coastguard dispute,,46,12,0,0
21081,2007,101,26/12/2007,More lifelike gaming,,62,28,0,0
21082,2007,101,26/12/2007,Fatal hit-and-run,,59,10,0,0
21083,2007,101,26/12/2007,A nation online,,353,17,0,0
21084,2007,101,26/12/2007,One minute we sang peace to all men. The next all hell broke out,,592,16,0,0
21085,2007,101,26/12/2007,Homeless ex-soldiers,,61,16,0,0
21086,2007,101,26/12/2007,Grandfather's salute to a nation's brave hearts,,408,16,0,0
21087,2007,101,26/12/2007,Air passengers spend Christmas in hotels,,104,10,0,0
21088,2007,101,26/12/2007,Alcoholics 'impulsive,,66,3,0,0
21089,2007,101,26/12/2007,Dr Who near you,,60,28,0,0
21090,2007,101,26/12/2007,Queen enters virtual world too - A nation online,,24,34,0,0
21091,2007,101,26/12/2007,Wife's body found under family's Christmas tree,,724,12,0,0
21092,2008,101,02/01/2008,Peerage for director linked to Lib Dems' biggest benefactor - Factbox,,1341,33,0,0
21093,2008,101,02/01/2008,50 die as mob sets Kenyan church ablaze,,25,16,1,0
21094,2008,101,02/01/2008,Can Ice Age art survive Man's attempt to save it? - Factbox,,802,28,0,0
21095,2008,101,02/01/2008,Brown U-turn on end to 24-hour drinking,,603,15,0,0
21096,2008,101,09/01/2008,Parents 'ready to turn missing Madeleine story into a movie' - Factbox,,808,12,0,0
21097,2008,101,09/01/2008,'I'll probably move to New Zealand,,368,34,0,0
21098,2008,101,09/01/2008,Cannabis clampdown,,894,12,0,0
21099,2008,101,09/01/2008,Clinton fightback - US Elections 08,,1101,19,1,0
21100,2008,101,09/01/2008,Cannabis clampdown - Factbox,,889,12,0,0
21101,2008,101,09/01/2008,Pakistan's young pretender tells press he is going back into hiding,,966,19,1,0
21102,2008,101,09/01/2008,Air disaster averted,,46,10,0,0
21103,2008,101,09/01/2008,BA cross claim fails,,47,10,0,0
21104,2008,101,09/01/2008,Nuclear backing,,42,8,0,0
21105,2008,101,09/01/2008,Crisis as junior doctors forced to quit or emigrate to find training,,746,3,0,0
21106,2008,101,09/01/2008,'Eta trio' extradited,,52,19,0,0
21107,2008,101,09/01/2008,TV presenter's death 'not suspicious,,97,28,0,0
21108,2008,101,09/01/2008,Missing canoeist,,54,12,0,0
21109,2008,101,16/01/2008,Trump questions,,43,15,0,0
21110,2008,101,16/01/2008,Advert is banned,,42,15,0,0
21111,2008,101,16/01/2008,Microsoft's office 'spy,,451,17,0,0
21112,2008,101,16/01/2008,Salmon season opens with plea to return fish,,28,4,0,0
21113,2008,101,16/01/2008,Flood misery yet again - and more to come,,26,26,0,0
21114,2008,101,16/01/2008,A lower form of drama,,190,28,0,0
21115,2008,101,16/01/2008,Bridge to stay shut,,55,10,0,0
21116,2008,101,16/01/2008,Secrecy ordered for parts of murder trial,,109,12,0,0
21117,2008,101,16/01/2008,Rail strike called off,,51,10,0,0
21118,2008,101,16/01/2008,"And finally, ITV loses",,50,17,0,0
21119,2008,101,16/01/2008,1 in 3 need a dentist,,49,3,0,0
21120,2008,101,16/01/2008,Risk watchdog is introduced to protect our spirit of adventure - Factbox,,654,15,0,0
21121,2008,101,16/01/2008,Chinook crash review,,50,16,0,0
21122,2008,101,16/01/2008,Browne handed new Chinook evidence,,171,16,0,0
21123,2008,101,16/01/2008,DJ Kershaw jailed in 'Greek tragedy' - Factbox,,770,12,0,0
21124,2008,101,23/01/2008,"We've little control over winds buffeting our economy Mervyn King, Governor of the Bank of England",,23,1,0,0
21125,2008,101,23/01/2008,Tory fudge on faith,,282,33,0,0
21126,2008,101,23/01/2008,Jewellery theft - Clarification,,80,12,0,0
21127,2008,101,23/01/2008,Winehouse visits clinic as video threatens US trip,,206,28,0,0
21128,2008,101,23/01/2008,"Julie Christie, reluctant star, in line for an Oscar - Factbox",,1083,28,0,0
21129,2008,101,23/01/2008,Brokeback Mountain star found dead at 28 - Factbox,,625,30,0,0
21130,2008,101,23/01/2008,Nato 'must be willing to use nuclear arms,,135,16,0,0
21131,2008,101,23/01/2008,Putin's display of power is logical but risks farce,,272,19,1,0
21132,2008,101,23/01/2008,RAF alert as Russia stages huge naval exercise in Bay of Biscay,,709,16,0,0
21133,2008,101,23/01/2008,ID cards delayed,,110,2,0,0
21134,2008,101,23/01/2008,Ageing population,,77,13,0,0
21135,2008,101,23/01/2008,Licence fee agreed,,72,17,0,0
21136,2008,101,30/01/2008,Flexible budget thanks to enlightened worker,,307,13,0,0
21137,2008,101,30/01/2008,The playmaker who cannot play - Factbox,,832,29,0,0
21138,2008,101,30/01/2008,Lottery faces 20-year Olympics cash delay,,103,15,0,0
21139,2008,101,30/01/2008,Lotto rape victim wins hope for thousands,,733,12,0,0
21140,2008,101,30/01/2008,Lotto rape victim wins hope for thousands,,735,12,0,1
21141,2008,101,30/01/2008,Homoeopathy crisis,,49,3,0,0
21142,2008,101,30/01/2008,Bail repayment,,51,12,0,0
21143,2008,101,30/01/2008,'Terrible shock' for blind man,,203,34,0,0
21144,2008,101,30/01/2008,Fireman's funeral,,52,12,0,0
21145,2008,101,30/01/2008,Squinty Bridge work,,59,10,0,0
21146,2008,101,30/01/2008,Forty-five exclusions per hour as violence soars in Scottish schools,,612,6,0,0
21147,2008,101,30/01/2008,Drunk footballer fined,,51,29,0,0
21148,2008,101,30/01/2008,Official anti-racist drive 'not enough,,108,2,0,0
21149,2008,101,30/01/2008,Patriotic tie sells out,,52,29,0,0
21150,2008,101,30/01/2008,More smokers quit,,51,3,0,0
21151,2008,101,30/01/2008,Inspector jailed,,51,12,0,0
21152,2008,101,30/01/2008,How the elderly and disabled are being left to fend for themselves - Factbox,,501,13,0,0
21153,2008,101,30/01/2008,Guards still licensed,,51,12,0,0
21154,2008,101,30/01/2008,Own goal: Iraq's cup hero denied UK visa,,38,9,0,0
21155,2008,101,06/02/2008,Bloody Sunday costs,,56,16,0,0
21156,2008,101,06/02/2008,SNP ministers 'applied pressure to fast-track donor's resort plan,,1222,21,0,0
21157,2008,101,06/02/2008,Light into darkness,,61,31,0,0
21158,2008,101,06/02/2008,Obama celebrates...but is it too soon?,,34,19,1,0
21159,2008,101,06/02/2008,Cannabis dealers prey on hospitals - Factbox,,854,12,0,0
21160,2008,101,06/02/2008,".. and it counts the cost of Sarko advert, too",,213,19,1,0
21161,2008,101,06/02/2008,Ryanair ordered to pay damages to steel band 'terrorists' thrown off jet - Factbox,,764,10,0,0
21162,2008,101,06/02/2008,Cancer rates to rise by one-fifth by 2020,,120,3,0,0
21163,2008,101,06/02/2008,"Wire tap and e-mail evidence should be heard by juries, says cross party review",,777,12,0,0
21164,2008,101,06/02/2008,Teacher escapes ban,,46,6,0,0
21165,2008,101,06/02/2008,Parents to be held responsible for under-age binge drinkers - Factbox,,656,12,0,0
21166,2008,101,06/02/2008,'Back our budget or I'll call an election,,774,21,0,0
21167,2008,101,06/02/2008,Gambling officer,,49,16,0,0
21168,2008,101,06/02/2008,Let 'cotton-wool kids' hang out on the streets,,406,12,0,0
21169,2008,101,06/02/2008,Scots tourist missing,,45,30,0,0
21170,2008,101,13/02/2008,Sick list displayed,,49,3,0,0
21171,2008,101,13/02/2008,Every child in school numbered for life,,807,6,0,0
21172,2008,101,13/02/2008,Gone to the dogs - how gun-toting terrorist became a canine queen - Factbox,,834,34,0,0
21173,2008,101,13/02/2008,Spielberg pulls out of Olympics in protest at China's policy on Darfur,,771,29,0,0
21174,2008,101,13/02/2008,Police cars hearing,,51,12,0,0
21175,2008,101,13/02/2008,ID card scheme gathers public support as more databases set up,,601,2,0,0
21176,2008,101,13/02/2008,Pupils get weekly dose of culture,,61,6,0,0
21177,2008,101,13/02/2008,Pandas on the loose,,46,7,0,0
21178,2008,101,13/02/2008,Tube refund swindle,,43,10,0,0
21179,2008,101,13/02/2008,NHS pays out Pounds 180m for overcharging,,111,3,0,0
21180,2008,101,13/02/2008,Contempt hearing,,109,12,0,0
21181,2008,101,13/02/2008,Cutting class sizes 'could take 10 years,,104,6,0,0
21182,2008,101,13/02/2008,Rugby cancelled,,52,29,0,0
21183,2008,101,13/02/2008,My sister Amy,,24,34,0,0
21184,2008,101,13/02/2008,Butcher stays silent,,53,12,0,0
21185,2008,101,20/02/2008,Letter urges boycott,,49,31,0,0
21186,2008,101,20/02/2008,Schools on alert after 17th Bridgend suicide,,338,6,0,0
21187,2008,101,20/02/2008,Retirement from the revolution,,171,19,1,0
21188,2008,101,20/02/2008,Scandal of fake ball leaves ancient game fighting to save its integrity - Factbox,,831,29,0,0
21189,2008,101,20/02/2008,Football fairytale turns to ashes as owner is too ill to pay players' wages,,778,29,0,0
21190,2008,101,20/02/2008,Pair heading the rescue team are both 'non-doms' - Factbox,,361,15,0,0
21191,2008,101,20/02/2008,Chancellor promises a Rock of fairness as canny savers cash in,,785,15,0,0
21192,2008,101,20/02/2008,Tourist in disgrace,,54,15,0,0
21193,2008,101,20/02/2008,Dead soldier named,,44,16,0,0
21194,2008,101,20/02/2008,Sheridan's wife is charged with perjury,,117,12,0,0
21195,2008,101,20/02/2008,Medal holders online,,54,16,0,0
21196,2008,101,27/02/2008,Drinking game death,,48,30,0,0
21197,2008,101,27/02/2008,Briton held in Iraq for 8 months is put on TV,,619,16,0,0
21198,2008,101,27/02/2008,Briton held in Iraq for 8 months is put on TV,,155,16,0,1
21199,2008,101,27/02/2008,Brown faces defeat on 42-day anti-terror law,,569,20,0,0
21200,2008,101,27/02/2008,Which of these should you be looking at? - Commentary,,254,28,0,0
21201,2008,101,27/02/2008,Gallery chief to end art blockbusters,,615,28,0,0
21202,2008,101,27/02/2008,Which of these should you be looking at?,,604,28,0,1
21203,2008,101,27/02/2008,Abortion figures rise,,56,3,0,0
21204,2008,101,27/02/2008,Cabinet minutes on the run-up to Iraq war 'must be made public - Factbox,,837,20,0,0
21205,2008,101,27/02/2008,Pounds 250m digital error,,48,17,0,0
21206,2008,101,27/02/2008,Plan to cut benefits of persistent addicts,,100,13,0,0
21207,2008,101,27/02/2008,Second boy hanged,,48,12,0,0
21208,2008,101,27/02/2008,Search for worker,,54,12,0,0
21209,2008,101,27/02/2008,"It is the result, not the decision-making, that matters - Analysis",,471,20,0,0
21210,2008,101,27/02/2008,Bar on taxis,,53,10,0,0
21211,2008,101,05/03/2008,Springer case refused,,51,12,0,0
21212,2008,101,05/03/2008,Secret coalition plan,,49,33,0,0
21213,2008,101,05/03/2008,Nigerian jailed for smuggling drugs in briefcase,,452,12,0,0
21214,2008,101,05/03/2008,"We are, literally, stereotypical",,584,28,0,0
21215,2008,101,05/03/2008,Paisley bids farewell to frontline politics,,25,33,0,0
21216,2008,101,05/03/2008,Brown's 'secret plot' to keep SNP out of power,,849,20,0,0
21217,2008,101,05/03/2008,Harry leads the way on a global odyssey,,355,28,0,0
21218,2008,101,05/03/2008,Bestseller Harry Potter,,221,28,0,0
21219,2008,101,05/03/2008,Forced marriage fears,,44,12,0,0
21220,2008,101,05/03/2008,"Mortgage fraud is funding terrorism, say police",,487,16,0,0
21221,2008,101,05/03/2008,"'Bribe' for foreign prisoners to return home triples to Pounds 3,000",,654,12,0,0
21222,2008,101,05/03/2008,Sure Start doubts,,50,6,0,0
21223,2008,101,05/03/2008,Alcohol troublespots to lose liquor licences,,98,12,0,0
21224,2008,101,05/03/2008,UN condemns celebrity cocaine culture in UK,,412,19,0,0
21225,2008,101,05/03/2008,Late fall of snow tops best season in years,,38,26,0,0
21226,2008,101,05/03/2008,Whisky cleaner,,44,34,0,0
21227,2008,101,12/03/2008,'Shabby' lab blamed for foot-and-mouth,,65,4,0,0
21228,2008,101,12/03/2008,Scots lead rebellion against oath of allegiance,,353,21,0,0
21229,2008,101,12/03/2008,Police chief throws himself off Snowdon,,42,12,0,0
21230,2008,101,12/03/2008,Monkey journeys to Covent Garden,,775,28,0,0
21231,2008,101,12/03/2008,Monkey journeys to Covent Garden,,816,28,0,1
21232,2008,101,12/03/2008,A tricky case of economic Schadenfreude - Political Briefing,,499,1,0,0
21233,2008,101,12/03/2008,Forced marriage fear,,49,12,0,0
21234,2008,101,12/03/2008,Malta's English knight,,48,19,0,0
21235,2008,101,12/03/2008,Serial killer charged,,47,12,0,0
21236,2008,101,12/03/2008,Surging petrol prices force Chancellor to defer 2p a litre 'green' fuel tax,,599,1,0,0
21237,2008,101,12/03/2008,Neil Coulbeck - Correction,,96,99,0,0
21238,2008,101,19/03/2008,Operation on area high in blood vessels carries bleeding risk - Tireless champion of British film,,125,28,0,0
21239,2008,101,19/03/2008,Criminals 'are fishing through Facebook,,107,12,0,0
21240,2008,101,19/03/2008,Anthony Minghella 1954 - 2008,,31,30,0,0
21241,2008,101,19/03/2008,Postal voting cheats are threat to May elections - Factbox,,669,20,0,0
21242,2008,101,19/03/2008,Tireless champion of British film,,708,28,0,0
21243,2008,101,19/03/2008,Tireless champion of British film,,708,28,0,1
21244,2008,101,19/03/2008,Middle classes are latest to fall into the cost of living debt trap - Factbox,,832,1,0,0
21245,2008,101,19/03/2008,Dench's Bafta hopes,,50,28,0,0
21246,2008,101,19/03/2008,Soaring number of parents lie over school places,,432,6,0,0
21247,2008,101,19/03/2008,Backpacker murder,,51,12,0,0
21248,2008,101,19/03/2008,Challenge to children,,46,6,0,0
21249,2008,101,19/03/2008,Fighting fit,,49,34,0,0
21250,2008,101,26/03/2008,Jaguar and Land Rover to be sold to makers of world's cheapest car - Factbox,,624,10,0,0
21251,2008,101,26/03/2008,Sarkozy threatens to boycott Olympics,,835,19,1,0
21252,2008,101,26/03/2008,Fabio goes to Rio in search of leadership,,24,29,0,0
21253,2008,101,26/03/2008,Day of the Jackal as agent picks up the body of Waugh's literary estate - Factbox,,781,28,0,0
21254,2008,101,26/03/2008,An attempt to fix something that is not broken - Political Briefing,,628,20,0,0
21255,2008,101,26/03/2008,Network Rail 'misled' delayed passengers,,106,10,0,0
21256,2008,101,26/03/2008,EastEnders apology,,46,17,0,0
21257,2008,101,26/03/2008,The chance of dying in a road crash is one in 200,,382,10,0,0
21258,2008,101,26/03/2008,Tourist death quiz,,52,15,0,0
21259,2008,101,26/03/2008,Brown warned off Holyrood inquiry - Factbox,,760,20,0,0
21260,2008,101,26/03/2008,Arms to China,,45,16,0,0
21261,2008,101,26/03/2008,RE:holiday pix,,56,15,0,0
21262,2008,101,26/03/2008,Heathrow fatality,,53,10,0,0
21263,2008,101,26/03/2008,J.K.Rowling to take stand against 'rip-off,,36,12,0,0
21264,2008,101,26/03/2008,Bevin Boys honoured,,49,34,0,0
21265,2008,101,02/04/2008,Arts Council puts the sexuality question before it'll get in to bed,,589,2,0,0
21266,2008,101,02/04/2008,Endgame in Zimbabwe as Mugabe nears exit,,700,19,1,1
21267,2008,101,02/04/2008,Endgame in Zimbabwe as Mugabe nears exit,,691,19,1,1
21268,2008,101,02/04/2008,"Glory and grief, the realities of war",,655,16,0,0
21269,2008,101,02/04/2008,Head found in bag,,51,12,0,0
21270,2008,101,02/04/2008,Retrial for City trader accused of murder,,121,12,0,0
21271,2008,101,02/04/2008,McCanns may see file,,52,12,0,0
21272,2008,101,02/04/2008,Box is worth a packet,,48,28,0,0
21273,2008,101,02/04/2008,Egg-snatcher jailed,,50,12,0,0
21274,2008,101,02/04/2008,Prescription charges,,56,3,0,0
21275,2008,101,02/04/2008,Potholes cost more in payouts than repairs,,104,10,0,0
21276,2008,101,02/04/2008,Murder case retrial,,50,12,0,0
21277,2008,101,02/04/2008,Children's social network pages 'must have privacy lock,,316,2,0,0
21278,2008,101,09/04/2008,Badgers must die to halt bovine TB - Factbox,,835,4,0,0
21279,2008,101,09/04/2008,Christians challenge hybrid embryo move,,98,31,0,0
21280,2008,101,09/04/2008,Knife killer is jailed,,51,12,0,0
21281,2008,101,09/04/2008,Officers face charges,,50,12,0,0
21282,2008,101,09/04/2008,Zimbabwe faces starvation as mobs rampage through farms,,777,19,1,0
21283,2008,101,09/04/2008,Cervical cancer plan,,53,3,0,0
21284,2008,101,09/04/2008,Charge withdrawn,,50,12,0,0
21285,2008,101,09/04/2008,DNA policy in court,,49,12,0,0
21286,2008,101,09/04/2008,Pressure growing on South Africa to intervene,,362,19,1,0
21287,2008,101,09/04/2008,Leadership split in South Africa over Mugabe,,339,19,1,0
21288,2008,101,09/04/2008,Taxi killed drunk girl,,52,10,0,0
21289,2008,101,09/04/2008,Rate cut demanded as property prices slide,,962,1,0,1
21290,2008,101,09/04/2008,Rate cut demanded as property prices slide,,998,1,0,1
21291,2008,101,09/04/2008,'Multiracial' sheep,,45,99,0,0
21292,2008,101,16/04/2008,Athletes hire lawyer for Olympics protest,,105,29,0,0
21293,2008,101,16/04/2008,Unemployment fears as crunch bites deep,,506,1,0,0
21294,2008,101,16/04/2008,12 held over Rhys's murder - Factbox,,982,12,0,0
21295,2008,101,16/04/2008,Teenage torment,,49,12,0,0
21296,2008,101,16/04/2008,Help for offenders,,51,12,0,0
21297,2008,101,16/04/2008,Massive rise in unqualified foreign teachers,,317,6,0,0
21298,2008,101,16/04/2008,Attacker raped men,,55,12,0,0
21299,2008,101,16/04/2008,Severed head case suspects in court,,121,12,0,0
21300,2008,101,16/04/2008,Farmland price soars,,56,4,0,0
21301,2008,101,16/04/2008,"Calledup at 48, killed at 51: father of five is conflict's oldest victim - Factbox",,1019,16,0,0
21302,2008,101,16/04/2008,Arms plot arrest,,49,16,0,0
21303,2008,101,16/04/2008,"Called up at 48, killed at 51: father of five is conflict's oldest victim",,842,16,0,1
21304,2008,101,16/04/2008,Parsonage contest,,48,28,0,0
21305,2008,101,23/04/2008,Prison van death,,47,12,0,0
21306,2008,101,23/04/2008,Galloway injured,,58,33,0,0
21307,2008,101,23/04/2008,"Fly St George's flag, orders Brown",,104,20,0,0
21308,2008,101,23/04/2008,Era of cheap food ends as prices surge,,48,1,0,0
21309,2008,101,23/04/2008,Era of cheap food ends as prices surge - Factbox,,891,1,0,1
21310,2008,101,23/04/2008,Public 'right to be concerned' at surge in immigrant population,,837,9,0,0
21311,2008,101,23/04/2008,Chilling out in world's most dangerous swimming pool - Factbox,,622,28,0,0
21312,2008,101,23/04/2008,Ronaldo takes Barca challenge lying down,,23,29,0,0
21313,2008,101,23/04/2008,Airport shake-up will break monopoly,,138,10,0,0
21314,2008,101,23/04/2008,So she won - but it may not be enough to save her - US elections,,269,19,1,0
21315,2008,101,23/04/2008,It's delirium and madness but without the Nutter - US elections,,457,19,1,0
21316,2008,101,23/04/2008,STDs hit over-45s,,47,3,0,0
21317,2008,101,23/04/2008,New knights named,,51,34,0,0
21318,2008,101,23/04/2008,Hospital plan 'value,,50,3,0,0
21319,2008,101,23/04/2008,Old Bailey burglary,,57,12,0,0
21320,2008,101,23/04/2008,Illegals sent on way by police,,135,12,0,0
21321,2008,101,23/04/2008,Highland hares,,47,7,0,0
21322,2008,101,23/04/2008,Highway for wildlife,,56,7,0,0
21323,2008,101,23/04/2008,New knights named,,51,34,0,1
21324,2008,101,23/04/2008,Grangemouth talks continue as motorists queue at the pumps,,691,8,0,0
21325,2008,101,23/04/2008,Police told to keep investigating Hain,,98,12,0,0
21326,2008,101,23/04/2008,Alcohol 'fuelling rise of violence in women,,94,12,0,0
21327,2008,101,23/04/2008,Wedding rush,,53,12,0,0
21328,2008,101,30/04/2008,Olympics cost anger,,50,29,0,0
21329,2008,101,30/04/2008,Military state school,,45,16,0,0
21330,2008,101,30/04/2008,"Fritzl acted alone for 24 years and his wife knew nothing, say police - Austria's horror",,836,12,1,0
21331,2008,101,30/04/2008,Bishop resigns,,46,31,0,0
21332,2008,101,30/04/2008,United reach summit for all-England final,,25,29,0,0
21333,2008,101,30/04/2008,Britain to send 600 troops to Kosovo,,105,16,0,0
21334,2008,101,30/04/2008,Language barrier makes more work for teachers,,300,6,0,0
21335,2008,101,30/04/2008,Terrorism charges,,48,16,0,0
21336,2008,101,30/04/2008,Woman is convicted for gangmaster role,,101,12,0,0
21337,2008,101,30/04/2008,Private school demand is highest for five years despite big fee rises,,558,6,0,0
21338,2008,101,30/04/2008,Demand for private education at its highest despite big rise in fees,,782,6,0,1
21339,2008,101,30/04/2008,Secret tax adds Pounds 200 to cost of family cars - Factbox,,787,10,0,0
21340,2008,101,30/04/2008,Why Asian vultures are friends in need...,,22,7,0,0
21341,2008,101,07/05/2008,55% of Labour voters want Brown to resign,,757,33,0,0
21342,2008,101,07/05/2008,55% of Labour voters want Brown to resign,,779,33,0,1
21343,2008,101,07/05/2008,Brown 'using police as a political tool,,120,33,0,0
21344,2008,101,07/05/2008,Pounds 31m flood award,,55,15,0,0
21345,2008,101,07/05/2008,Tribute to dead boys,,115,30,0,0
21346,2008,101,07/05/2008,Clash of titans: when storm meets volcano,,29,26,0,0
21347,2008,101,07/05/2008,Why fluency in football may not be enough to win Premier League job - Factbox,,631,29,0,0
21348,2008,101,07/05/2008,Why fluency in football may not be enough to win Premier League job - Factbox,,635,29,0,1
21349,2008,101,07/05/2008,New wi-fi devices to tell doctors: Help! I'm having a heart attack...,,568,3,0,0
21350,2008,101,07/05/2008,BBC and ITV start free satellite television service,,344,17,0,0
21351,2008,101,07/05/2008,Tamil Tiger arrest,,52,16,0,0
21352,2008,101,07/05/2008,New test could mean cheaper car insurance,,169,10,0,0
21353,2008,101,07/05/2008,Cannabis upgraded,,46,12,0,0
21354,2008,101,07/05/2008,Abortion limit Bill,,49,3,0,0
21355,2008,101,07/05/2008,Archive forgeries,,54,6,0,0
21356,2008,101,07/05/2008,Leave them be and let their feet do the talking - Commentary,,245,19,0,0
21357,2008,101,14/05/2008,Virtual gallery run by the artist now known as jackvettriano.com - Factbox,,797,28,0,0
21358,2008,101,14/05/2008,Rebel backbencher has his day after five weeks of panic - Labour turmoil,,770,20,0,0
21359,2008,101,14/05/2008,Brownpays Pounds 2.7 billion to end 10p tax crisis,,714,1,0,0
21360,2008,101,14/05/2008,After 36 years Rangers face night of destiny,,27,29,0,0
21361,2008,101,14/05/2008,Oh what a beautiful world in which we live - Commentary,,297,34,0,0
21362,2008,101,14/05/2008,Bread is not for birds: let them eat cake - Factbox,,701,7,0,0
21363,2008,101,21/05/2008,Smith faces police to explain pay cutback,,132,12,0,0
21364,2008,101,21/05/2008,U-turn as Salmond admits private money will still build Scots schools and hospitals,,866,21,0,0
21365,2008,101,21/05/2008,Fewer failed asylum-seekers sent home,,211,9,0,0
21366,2008,101,21/05/2008,Women win the right to children without fathers,,526,12,0,0
21367,2008,101,21/05/2008,Women win the right to children without fathers,,526,12,0,1
21368,2008,101,21/05/2008,Grieving widow says goodbye to Tommy,,31,30,0,0
21369,2008,101,21/05/2008,Clinton wins primary - In the news,,31,19,1,0
21370,2008,101,21/05/2008,US holds its breath for an icon,,554,19,1,0
21371,2008,101,21/05/2008,A farewell to Tommy Burns,,716,30,0,0
21372,2008,101,21/05/2008,US holds its breath for an icon - Analysis,,292,19,1,0
21373,2008,101,21/05/2008,Operations inquiry,,49,3,0,0
21374,2008,101,21/05/2008,Buy-to-let penalties,,48,14,0,0
21375,2008,101,21/05/2008,Smoking ban stays,,48,3,0,0
21376,2008,101,21/05/2008,Number of new British citizens under Labour hits 1.2m mark,,609,9,0,0
21377,2008,101,21/05/2008,Gay Iranian wins plea,,52,2,0,0
21378,2008,101,28/05/2008,"Brown is still the best man for the job, says Straw",,276,33,0,0
21379,2008,101,28/05/2008,Sexual image penalty,,51,12,0,0
21380,2008,101,28/05/2008,Apprentices rejected,,40,5,0,0
21381,2008,101,28/05/2008,Any old iron? From rag 'n' bone to riches,,24,28,0,0
21382,2008,101,28/05/2008,Winehouse gets into Cambridge - Factbox,,823,28,0,0
21383,2008,101,28/05/2008,Pacemaker baby has contracted mrsa,,116,3,0,0
21384,2008,101,28/05/2008,Doctor admits error,,45,3,0,0
21385,2008,101,28/05/2008,Stomach-stapling up,,45,3,0,0
21386,2008,101,28/05/2008,Record abortion rate is 'failing women and unborn children' - Factbox,,584,3,0,0
21387,2008,101,28/05/2008,Madeleine refusal,,46,12,0,0
21388,2008,101,28/05/2008,Lorry drivers flex their muscles in protest at rising price of fuel,,651,8,0,0
21389,2008,101,28/05/2008,Permeable borders,,220,9,0,0
21390,2008,101,28/05/2008,Ministers driven to U-turn on road tax,,749,10,0,0
21391,2008,101,28/05/2008,Englishman's rewriting of Scots history false as idea they gave us kilts - Correction,,54,28,0,0
21392,2008,101,04/06/2008,Max Mosley survives after secret ballot,,880,29,0,0
21393,2008,101,04/06/2008,Miles better - at pure gallus - Analysis,,161,28,0,0
21394,2008,101,04/06/2008,Mother's plea: Stop the heart being ripped out of anotherpoor family,,25,12,0,0
21395,2008,101,04/06/2008,Obama waits on the threshold of history,,705,19,1,0
21396,2008,101,04/06/2008,Chinooks grounded in Pounds 500m 'cock-up,,722,16,0,0
21397,2008,101,04/06/2008,Facing up to reality or letting the law-breakers win? - Against,,240,12,0,0
21398,2008,101,04/06/2008,Charges over Rhys,,59,12,0,0
21399,2008,101,04/06/2008,Most read at timesonline.co.uk,,48,17,0,0
21400,2008,101,04/06/2008,"Musical home of Chopin, Mendelssohn and Lou Reed? It's Glasgow, of course",,784,28,0,0
21401,2008,101,04/06/2008,Facing up to reality or letting the law-breakers win? - For,,239,12,0,1
21402,2008,101,04/06/2008,Drivers beware as cyclists get newright to take 'wrong' turn down a one-way street,,643,10,0,0
21403,2008,101,04/06/2008,Bonus for charities,,62,13,0,0
21404,2008,101,04/06/2008,US tightens access,,54,19,0,0
